ID,Capture method,Name,State,Site,Latitude,Longitude,Date,Ambient temp,Sex,Female breeding condition ,Mass (kg),Mass estimated,Body condition score,Stress level ,Drug(s),Dose: Zoletil (mL),Dose: Zoletil (mg/kg),Dose: Xylazine (mL),Dose: yohimbine (mg),Dose: yohimbine (mg/kg),Dose:atipamezole (mg),Dose:atipamezole (mg/kg),Drug admin site,induction_min,Depth Of Anaesthesia,Temp_body,Hyperthermia (Y/N),Respiratory rate ,Respiratory depth ,Heart rate ,Time of restraint,Time of release,Handling duration (min),Time standing,Recovery duration (min:sec),NA,Notes on recovery,Reversal time (min),Total duration (min:sec),Total duration (min),Injury,Injury type,n_in_trap,tags_in_trap,last_usable_fix,collar_in_hand,death_date,mortality,Collar end date,CaptureNAdeath duration,fate,collar_slip,notes_on_collar_recovery,notes_on_capture,Collar data
DM89,Pole syringe,Western Collared Pig 1,NSW,Len Roy ,-29.512525,144.282246,16/09/2020 17:41,31,m,NANone SelectedNA,43.4,NA,45416,Low ,Zoletil,2,4.61,NA,NA,NA,NA,NA,Rump,5,Good,39.1,N,Slow,Shallow,NA,16/09/2020 17:45,16/09/2020 17:47,1.78,16/09/2020 18:49,1:01:42,NA,NA,NA,1:08:29,8.48,NA,NA,NA,NA,NA,NA,28/02/2022,28/02/2022,NA,529.26,dead_unknown,NA,Died of natural causes on the 28/2/2022,NA,NA
DM90,Pole syringe,Western Collared Pig 2,NSW,Lenroy,-29.512525,144.282246,16/09/2020 17:57,31,m,NANone SelectedNA,54.4,NA,45416,Low ,Zoletil,2,3.68,NA,NA,NA,NA,NA,Rump,5,Good,40.3,Y,Normal,Normal,NA,16/09/2020 17:49,16/09/2020 17:57,8.23,16/09/2020 18:50,0:53:02,NA,NA,NA,1:06:16,6.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM91,Pole syringe,Western Collared Pig 3,NSW,Moreland Downs ,-29.452433,144.340465,17/09/2020 16:48,32,f,Lactating ,44.4,NA,45414,Moderate ,Zoletil,2,4.5,NA,NA,NA,NA,NA,Rump,3,Good,39.4,N,Normal,Normal,NA,17/09/2020 16:50,17/09/2020 17:04,14.45,17/09/2020 18:01,0:57:10,NA,NA,NA,1:14:37,14.62,0,NA,NA,NA,NA,NA,10/03/2022,10/03/2022,NA,538.3,NA,NA,Shot in aerial shoot. 10/3/2022 at 7:30am,NA,NA
DM92,Pole syringe,Western Collared Pig 4,NSW,Noch,-29.979024,144.222544,18/09/2020 17:48,29,f,Pregnant ,45.2,NA,45415,Low ,Zoletil,2,4.42,NA,NA,NA,NA,NA,Rump,3,Deep,39.9,N,Normal,Normal,NA,18/09/2020 17:23,18/09/2020 17:51,27.15,18/09/2020 18:10,0:19:01,NA,NA,NA,0:49:10,49.17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM93,Pole syringe,Western Collared Pig 5,NSW,Noch,-29.979074,144.222544,18/09/2020 17:52,29,f,Lactating ,42.8,NA,45414,Low ,Zoletil,2.2,5.14,NA,NA,NA,NA,NA,Rump,5,Deep,39.3,N,Normal,Normal,NA,18/09/2020 17:23,18/09/2020 17:56,32.18,18/09/2020 19:20,1:24:03,NA,NA,NA,2:01:14,1.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM94,Pole syringe,Western Collared Pig 6,NSW,Noch,-29.979024,144.222544,18/09/2020 17:56,29,m,NANone SelectedNA,40.6,NA,45415,Low ,Zoletil,2,4.93,NA,NA,NA,NA,NA,Rump,3,Deep,39.4,N,Normal,Normal,NA,18/09/2020 17:14,18/09/2020 17:59,44.17,18/09/2020 18:10,0:11:02,NA,NA,NA,0:58:12,58.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM95,Pole syringe,Western Collared Pig 7,NSW,Moorland Downs,-29.446497,144.340168,24/09/2020 15:17,22,m,NANone SelectedNA,51.8,NA,45416,Low ,Zoletil,2,3.86,NA,NA,NA,NA,NA,Rump,3,Good,37.9,N,Normal,Normal,NA,24/09/2020 15:17,24/09/2020 15:33,15.15,24/09/2020 17:14,1:41:06,NA,NA,NA,1:59:15,59.25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM96,Pole syringe,Western Collared Pig 8,NSW,Barchecar ,-29.637463,143.945159,24/09/2020 19:16,18,f,Pregnant ,67,NA,45416,Low ,Zoletil,2.2,3.28,NA,NA,NA,NA,NA,Rump,5,Good,39.4,N,Slow,Shallow,NA,24/09/2020 19:07,24/09/2020 19:18,11.15,24/09/2020 19:45,0:26:58,NA,NA,NA,0:43:07,43.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM97,Pole syringe,Western Collared Pig 9,NSW,Barcheka,-29.637463,143.945159,24/09/2020 19:30,18,f,Pregnant ,51.6,NA,45416,Moderate ,Zoletil,2.1,4.07,NA,NA,NA,NA,NA,Rump,5,Good,39.2,N,Normal,Normal,NA,24/09/2020 19:07,24/09/2020 19:37,29.75,24/09/2020 20:01,0:24:02,NA,NA,NA,0:58:47,58.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM98,Pole syringe,Western Collared Pig 10,NSW,Noch,-29.961516,144.127265,25/09/2020 14:37,18,f,Pregnant ,63.4,NA,45416,Moderate ,Zoletil,5.1,8.04,NA,NA,NA,NA,NA,Rump,6,Minimal ,39.3,N,Normal,Normal,NA,25/09/2020 14:49,25/09/2020 15:32,42.55,25/09/2020 16:36,1:03:40,NA,NA,NA,1:52:13,52.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM99,Pole syringe,Western Collared Pig 11,NSW,"Tongo
",-30.541562,143.701087,17/09/2020 8:45,27,f,Lactating ,47.8,NA,45415,Low ,Zoletil,2.1,4.39,NA,NA,NA,NA,NA,Rump,3,Good,38.6,N,Normal,Normal,NA,17/09/2020 8:43,17/09/2020 8:56,13.23,17/09/2020 9:45,0:49:19,NA,NA,NA,1:05:33,5.55,0,NA,NA,NA,NA,NA,NA,Unknown after 1095 days,18/09/2023,NA,NA,NA,Collar collected on 18 September 2023. Ray Dennis shot end of last year. ,,
JH01,Darting,JH1,Vic,NA,NA,NA,3/04/2012 0:00,NA,na,NA,70,NA,NA,NA,Zoletil/Xylazine,NA,2.14,NA,NA,0.21,NA,0,Rump,4,NA,38.9,N,30,NA,40,NA,NA,56,NA,NA,,,,1:00:00,0,,,,,,,,,,,,NA,,,
JH02,Darting,JH3,Vic,NA,NA,NA,8/01/2014 0:00,NA,na,NA,60,NA,NA,NA,Zoletil/Xylazine,NA,2.33,NA,NA,0.2,NA,0,Rump,7,NA,39.4,N,20,NA,42,NA,NA,13,NA,NA,,,,,80,,,,,,,,,,,,NA,,,
JH03,Darting,JH2,Vic,NA,NA,NA,8/01/2014 0:00,NA,na,NA,50,NA,NA,NA,Zoletil/Xylazine,NA,2.4,NA,NA,0.2,NA,0,Rump,5,NA,39.1,N,24,NA,36,NA,NA,45,NA,NA,,,,,110,,,,,,,,,,,,NA,,,
JH04,Darting,JH4,Vic,NA,NA,NA,9/01/2014 0:00,NA,na,NA,45,NA,NA,NA,Zoletil/Xylazine,NA,2.44,NA,NA,0.22,NA,0,Rump,7,NA,38.8,N,30,NA,44,NA,NA,53,NA,NA,,,,,60,,,,,,,,,,,,NA,,,
JH05,Darting,JH5,Vic,NA,NA,NA,11/01/2014 0:00,NA,na,NA,45,NA,NA,NA,Zoletil/Xylazine,NA,1.78,NA,NA,0.22,NA,0,Rump,4,NA,38.9,N,28,NA,52,NA,NA,36,NA,NA,,,,0:40:00,40,,,,,,,,,,,,NA,,,
PC001,Darting,Shelly,WA,Northcliffe,-34.67905,116.24004,19/11/2014 0:00,16.9,f,No,33,NA,NA,NA,Zoletil/Xylazine,240,7.27,120,3,0.09,NA,NA,Rump,42,Nil,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,,,300,,372,,,,,,,3/02/2015,3/02/2015,3/02/2015,76,dead_fire,NA,,,Yes
PC002,Darting,Cathy,WA,Northcliffe,-34.71918,116.27244,26/11/2014 0:00,20,f,Yes,41,NA,NA,NA,Zoletil/Xylazine,160,3.9,80,2,0.05,NA,NA,Rump,7,Medium NA Responsive to external stimuli,38.5,N,NA,NA,NA,NA,NA,43,NA,NA,,,36,,86,,,,,,,,Unknown after 7 days,3/12/2014,,,NA,,,Yes
PC005,Darting,Brutus,WA,Northcliffe,-34.69174,116.24012,13/12/2014 0:00,16.8,m,NA,73,NA,NA,NA,Zoletil/Xylazine,200,2.74,100,3.5,0.05,NA,NA,Rump,3,NA,38,N,32,NA,56,NA,NA,53,NA,NA,,,23,,79,,,,,,,3/02/2015,3/02/2015,3/02/2015,52,dead_fire,NA,,,Yes
PC007,Darting,Boris,WA,Northcliffe,-34.76715,117.12141,9/04/2015 0:00,22.8,m,NA,110,NA,NA,NA,Zoletil/Xylazine,400,3.64,200,10,0.09,NA,NA,Rump,20,NA,NA,NA,16,NA,64,NA,NA,37,NA,NA,,"Started snoring after fitment of collar, lots of fat on body. Excessinve fat slowing induction and recovery?",74,,131,,,,,,,,Unknown after 48 days,27/05/2015,,,NA,,,Yes
PC008,Darting,Daisy,WA,Northcliffe,-34.75802,117.03861,23/04/2015 0:00,15.1,f,Yes,46,NA,NA,NA,Zoletil/Xylazine,100,2.17,100,4.5,0.1,NA,NA,Rump,7,NA,37.9,N,24,NA,152,NA,NA,46,NA,NA,,,15,,68,,,,,,,,Unknown after 43 days,5/06/2015,,,NA,,,Yes
PC009,Darting,Molly,WA,Northcliffe,-34.75802,117.03861,23/04/2015 0:00,15.1,f,Yes,46,NA,NA,NA,Zoletil/Xylazine,90,1.96,90,4.5,0.1,NA,NA,Rump,8,NA,37.3,N,24,NA,124,NA,NA,45,NA,NA,,,8,,61,,,,,,,16/11/2016,16/11/2016,16/11/2016,573,dead_shotunknown,NA,,,Yes
PC010,Darting,Iron Mike,WA,Northcliffe,-34.50901,116.36551,24/04/2015 0:00,18.5,m,NA,109,NA,NA,NA,Zoletil/Xylazine,220,2.02,220,10,0.09,NA,NA,Rump,10,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,,,1,,53,,,,,,,22/11/2016,22/11/2016,22/11/2016,578,dead_shottrap,NA,,,Yes
PC011,Darting,Babe,WA,Northcliffe,-34.50901,116.36551,24/04/2015 0:00,17.1,m,NA,26,NA,NA,NA,Zoletil/Xylazine,45,1.73,45,NA,NA,NA,NA,Rump,3,"Medium NA recovered consciousness during collaring, physically restrained",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,8,,,,,,,1/05/2015,1/05/2015,1/05/2015,7,dead_vehicle,NA,,,No
PC012,Darting,Babe's friend,WA,Northcliffe,-34.59191,116.35,24/04/2015 0:00,17.1,f,No,22.5,NA,NA,NA,Zoletil/Xylazine,45,2,45,NA,NA,NA,NA,Rump,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,,,,,,,,24/04/2015,24/04/2015,NA,0,dead_shottrap,NA,,,No
PC013,Darting,Charlotte,WA,Northcliffe,-34.69483,116.62993,6/05/2015 0:00,16.7,f,Yes,45,NA,NA,NA,Zoletil/Xylazine,80,1.78,80,4,0.09,NA,NA,Rump,4,NA,38.4,N,28,NA,60,NA,NA,31,NA,NA,,,21,,56,,,,,,,,Unknown after NA42130 days,,,,NA,,,No
PC014,Darting,Shazza,WA,Northcliffe,-34.52253,116.48694,28/05/2015 0:00,10,f,Yes,62,NA,NA,NA,Zoletil/Xylazine,140,2.26,140,NA,NA,NA,NA,Rump,3,Light NA Additional 0.7ml administered at 20 min post darting (still responsive to stimuli but mostly recumbent),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,77,,,,,,,8/06/2016,8/06/2016,8/06/2016,377,dead_shottrap,NA,,,No
PC015,Darting,Squirt,WA,Northcliffe,-34.52253,116.48694,28/05/2015 0:00,10,m,NA,32,NA,NA,NA,Zoletil/Xylazine,80,2.5,80,NA,NA,NA,NA,Rump,2,"Good, sedated quickly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,50,,,,,,,7/06/2016,7/06/2016,7/06/2016,376,dead_shottrap,NA,,,Yes
PC016,Darting,Eddy,WA,Northcliffe,-34.63367,116.3469,29/05/2015 0:00,6.1,m,NA,66,NA,NA,NA,Zoletil/Xylazine,120,1.82,120,NA,NA,NA,NA,Rump,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,51,,"Left eye closed with pus coming out, old injury, stick?",,,,,,Unknown after 0 days,29/05/2015,,,NA,,,Yes
PC017,Darting,Lenni,WA,Northcliffe,-34.64323,116.31983,3/06/2015 0:00,17.9,f,Yes,47,NA,NA,NA,Zoletil/Xylazine,90,1.91,90,4.5,0.1,NA,NA,Rump,3,Good NA text book induction,NA,NA,44,NA,60,NA,NA,29,NA,NA,,Smooth recovery,14,,46,,,,,,,3/11/2015,3/11/2015,3/11/2015,153,dead_shottrap,NA,,,Yes
PC018,Darting,Pig5,WA,Perth region,-31.60435,116.10781,28/12/2015 0:00,11.7,m,NA,22,NA,NA,NA,Zoletil/Xylazine,100,4.55,100,NA,NA,NA,NA,Rump,4,NA,37.3,N,24,NA,92,NA,NA,NA,NA,NA,,,NA,,73,,,,,,,28/12/2015,28/12/2015,NA,0,dead_euthanased,NA,,"Darted twice by mistake, received double dose. ",No
PC019,Darting,Pig6,WA,Perth region,-31.60435,116.10781,28/12/2015 0:00,11.7,f,Yes,38,NA,NA,NA,Zoletil/Xylazine,70,1.84,70,NA,NA,NA,NA,Rump,7,NA,36,N,28,NA,66,NA,NA,NA,NA,NA,,,NA,,52,,,,,,,28/12/2015,28/12/2015,NA,0,dead_euthanased,NA,,,No
PC020,Darting,Pig7,WA,Perth region,-31.60435,116.10781,28/12/2015 0:00,11.7,m,NA,22.5,NA,NA,NA,Zoletil/Xylazine,60,2.67,60,NA,NA,NA,NA,Rump,10,NA,37.5,N,16,NA,92,NA,NA,NA,NA,NA,,,NA,,60,,,,,,,28/12/2015,28/12/2015,NA,0,dead_euthanased,NA,,,No
PC021,Darting,Pig2,WA,Perth region,-31.60435,116.10781,28/12/2015 0:00,11.7,f,No,16,NA,NA,NA,Zoletil/Xylazine,100,6.25,100,NA,NA,NA,NA,Rump,28,Light NA Given second top up dose at about 3:10(double dosed). ,34.6,N,32,NA,76,NA,NA,NA,NA,NA,,,NA,,73,,,,,,,28/12/2015,28/12/2015,NA,0,dead_euthanased,NA,,,No
PC022,Darting,Arnie,WA,Perth region,-31.60435,116.10781,31/12/2015 0:00,18,m,NA,62,NA,NA,NA,Zoletil/Xylazine,240,3.87,240,6,0.1,NA,NA,Rump,1,"Medium NA Roo in trap stirring pig up, roo removed from trap at 1:08, second full dose administered at 1:20. ",40,NA,28,NA,132,NA,NA,58,NA,NA,,,2,,61,,,,,,,22/04/2016,22/04/2016,22/04/2016,113,dead_shottrap,NA,,,No
PC023,Darting,Lucky,WA,Northcliffe,-34.75774,116.19237,5/02/2016 0:00,27.2,m,NA,42,NA,NA,NA,Zoletil/Xylazine,180,4.29,180,9,0.21,NA,NA,Rump,10,NA,39.9,NA,44,NA,72,NA,NA,45,NA,NA,,,63,,118,,,,,,,24/03/2016,24/03/2016,24/03/2016,48,dead_shottrap,NA,,"First dart ""missed"" and injected just above scrotum, became reactive/responsive when weighing.. ",Yes
PC024,Darting,Honey,WA,Northcliffe,-34.75774,116.19237,5/02/2016 0:00,27.2,f,No,32,NA,NA,NA,Zoletil/Xylazine,70,2.19,70,3.5,0.11,NA,NA,Rump,8,NA,39.7,NA,28,NA,84,NA,NA,41,NA,NA,,,3,,52,,,,,,,,Unknown after 88 days,3/05/2016,,,NA,,,Yes
PC025,Darting,Hannah,WA,Northcliffe,-34.76067,116.19182,10/02/2016 0:00,28.2,f,No,31,NA,NA,NA,Zoletil/Xylazine,70,2.26,70,3.5,0.11,NA,NA,Rump,3,NA,42+,NA,104,NA,76,NA,NA,18,NA,NA,,,7,,28,,,,,,,,Unknown after 30 days,11/03/2016,,,NA,,,No
PC026,Darting,Jaws,WA,Northcliffe,-34.75774,116.19237,10/02/2016 0:00,27.2,m,NA,58,NA,NA,NA,Zoletil/Xylazine,120,2.07,120,6,0.1,NA,NA,Rump,4,NA,40,NA,28,NA,112,NA,NA,37,NA,NA,,Thrashing at 17:45 on feet at 17:53,18,,59,,,,,,,,Unknown after 106 days,26/05/2016,,dead_shothunter,NA,,,Yes
PC027,Darting,Rosie,WA,Northcliffe,-34.7667,116.19158,26/02/2016 0:00,28.3,f,No,34.5,NA,NA,NA,Zoletil/Xylazine,70,2.03,70,3.5,0.1,NA,NA,Rump,3,NA,40.3,NA,32,NA,104,NA,NA,37,NA,NA,,,4,,44,,,,,,,,Unknown after 14 days,11/03/2016,,,NA,,,Yes
PC028,Darting,Hayley,WA,Northcliffe,-34.7667,116.19158,26/02/2016 0:00,28.3,f,No,32,NA,NA,NA,Zoletil/Xylazine,60,1.88,60,3,0.09,NA,NA,Rump,2,NA,39.6,N,24,NA,108,NA,NA,39,NA,NA,,Recovered during collar fitment. ,NA,,32,,,,,,,,Unknown after 14 days,11/03/2016,,,NA,,,Yes
PC029,Darting,Hippo,WA,Northcliffe,-34.75774,116.19237,24/03/2016 0:00,20.2,m,NA,67,NA,NA,NA,Zoletil/Xylazine,180,2.69,180,9,0.13,NA,NA,Rump,4,NA,39.2,N,32,NA,76,NA,NA,30,NA,NA,,,31,,65,,,,,,,,Unknown after 344 days,3/03/2017,,,NA,,,No
PC030,Darting,Lincoln,WA,Northcliffe,-34.84053,116.3746,30/03/2016 0:00,24.5,m,NA,72,NA,NA,NA,Zoletil/Xylazine,190,2.64,190,10,0.14,NA,NA,Rump,4,NA,40,NA,16,NA,68,NA,NA,33,NA,NA,,,32,,69,,,,,,,,Unknown after 0 days,30/03/2016,,,NA,,,Yes
PC031,Darting,Hayley,WA,Northcliffe,-34.76067,116.19182,28/07/2016 0:00,18.5,f,No,43,NA,NA,NA,Zoletil/Xylazine,80,1.86,80,4,0.09,NA,NA,Rump,3,NA,38.8,N,32,NA,60,NA,NA,32,NA,NA,,,14,,49,,,,,,,,Unknown after NA42579 days,,,,NA,,,No
PC032,Darting,Honey,WA,Northcliffe,-34.7667,116.19158,3/08/2016 0:00,16,f,No,45,NA,NA,NA,Zoletil/Xylazine,120,2.67,120,6,0.13,NA,NA,Rump,22,NA,37.3,N,20,NA,60,NA,NA,42,NA,NA,,Waking up at time of reversal,4,,68,,,,,,,,Unknown after NA42585 days,,,,NA,,,No
PC033,Darting,Hannah,WA,Northcliffe,-34.76067,116.19182,3/08/2016 0:00,15,f,Unknown,40,Y,NA,NA,Zoletil/Xylazine,65,1.63,65,3.25,0.08,NA,NA,Rump,7,"Light NA Not a successful sedation, pig went down but remained responsive, ended up wrestling with it",NA,NA,NA,NA,NA,NA,NA,16,NA,NA,,,0,,23,,,,,,,,Unknown after NA42585 days,,,,NA,,,No
PC034,Darting,Rosie,WA,Northcliffe,-34.7667,116.19158,3/08/2016 0:00,16,f,No,38,NA,NA,NA,Zoletil/Xylazine,120,3.16,120,4,0.11,NA,NA,Rump,20,NA,38.6,N,20,NA,60,NA,NA,40,NA,NA,,,NA,,53,,,,,,,,Unknown after NA42585 days,,,,NA,,,No
PC035,Darting,Hayley,WA,Northcliffe,-34.7667,116.19158,3/08/2016 0:00,16,f,No,44,NA,NA,NA,Zoletil/Xylazine,80,1.82,80,NA,NA,NA,NA,Rump,10,NA,37.4,N,24,NA,60,NA,NA,NA,NA,NA,,No antagonist given. Recovered without dose and walked into bush,NA,,53,,,,,,,,Unknown after NA42585 days,,,,NA,,,No
PC036,Darting,Halina,WA,Northcliffe,-34.7667,116.19158,3/08/2016 0:00,16,f,Yes,38,NA,NA,NA,Zoletil/Xylazine,80,2.11,80,NA,NA,NA,NA,Rump,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Recovered without antagonist. Walked off into bush. ,NA,,45,,,,,,,,Unknown after NA42585 days,,,,NA,,,No
PC037,Darting,Trump,WA,Kimberley,-16.510732,125.540145,1/12/2016 0:00,27.4,m,NA,120,NA,NA,NA,Zoletil/Xylazine,240,2,240,12,0.1,NA,NA,Rump,2,NA,42+,NA,48,NA,120,NA,NA,38,NA,NA,,,6,,46,,,,,,,,Unknown after 0 days,1/12/2016,,,NA,,Bathed with water during collar fitment and recovery to reduce body temp.. ,No
PC038,Darting,Clere,WA,Gascoyne,-25.065759,117.578443,8/12/2016 0:00,NA,f,No,52,NA,NA,NA,Zoletil/Xylazine,140,2.69,140,7,0.13,NA,NA,Rump,3,NA,NA,NA,NA,NA,NA,NA,NA,49,NA,NA,,pig recovered during final fitment,NA,,46,,,,,,,,Unknown after 393 days,5/01/2018,,,NA,,,Yes
PC039,Darting,Honey,WA,Northcliffe,-34.75774,116.19237,20/12/2016 0:00,26.2,f,Yes,67,NA,NA,NA,Zoletil/Xylazine,140,2.09,140,7,0.1,NA,NA,Rump,3,Good NA classic induction and sedation,38.7,N,32,NA,72,NA,NA,41,NA,NA,,,5,,49,,,,,,,15/11/2017,15/11/2017,15/11/2017,330,dead_shottrap,NA,,,No
PC040,Darting,Hannah,WA,Northcliffe,-34.75774,116.19237,20/12/2016 0:00,26.2,f,Yes,68,NA,NA,NA,Zoletil/Xylazine,210,3.09,210,10,0.15,NA,NA,Rump,7,"Medium NA fighting sedation effects, given a top up half dose",38.9,N,20,NA,56,NA,NA,51,NA,NA,,,17,,75,,,,,,,8/12/2017,8/12/2017,8/12/2017,353,dead_shottrap,NA,,,No
PC041,Darting,Rosie,WA,Northcliffe,-34.7667,116.19158,20/12/2016 0:00,21.7,f,Yes,54,NA,NA,NA,Zoletil/Xylazine,100,1.85,100,5,0.09,NA,NA,Rump,5,NA,38.5,N,28,NA,64,NA,NA,34,NA,NA,,Sow recovered during movement to recovery position,0,,39,,,,,,,,Unknown after NA42724 days,,,,NA,,,No
PC042,Darting,Hayley,WA,Northcliffe,-34.75774,116.19237,20/12/2016 0:00,24.1,f,Yes,59,NA,NA,NA,Zoletil/Xylazine,130,2.2,130,6.5,0.11,NA,NA,Rump,5,NA,38.3,N,24,NA,72,NA,NA,40,NA,NA,,,7,,52,,,,,,,,Unknown after NA42724 days,,,,NA,,,No
PC043,Darting,Hippo,WA,Northcliffe,-34.76067,116.19182,2/03/2017 0:00,28.6,m,NA,90,NA,NA,NA,Zoletil/Xylazine,160,1.78,160,NA,NA,NA,NA,Rump,2,NA,40.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Recovered during final collar fitment,NA,,30,,,,,,,7/02/2019,7/02/2019,7/02/2019,707,dead_shottrap,NA,,,No
PC044,Darting,Rosie,WA,Northcliffe,-34.76067,116.19182,12/05/2017 0:00,11.3,f,No,58,NA,NA,NA,Zoletil/Xylazine,120,2.07,120,6,0.1,NA,NA,Rump,4,NA,37.4,N,20,NA,52,NA,NA,40,NA,NA,,Recovered from sedation due to external stimuli,16,,60,,,,,,,,Unknown after NA42867 days,,,,NA,,,No
PC045,Darting,Hayley,WA,Northcliffe,-34.76067,116.19182,12/05/2017 0:00,11.3,f,No,65,NA,NA,NA,Zoletil/Xylazine,120,1.85,120,NA,NA,NA,NA,Rump,3,NA,38.7,N,24,NA,64,NA,NA,NA,NA,NA,,did not have opportunity to administer reversal,NA,,42,,,,,,,,Unknown after NA42867 days,,,,NA,,,No
PC046,Darting,Claude,WA,Gascoyne,-25.03009,117.32827,13/10/2017 0:00,23,m,NA,80,NA,NA,NA,Zoletil/Xylazine,140,1.75,140,10,0.13,NA,NA,Rump,5,NA,40.5,NA,20,NA,100,NA,NA,38,NA,NA,,,10,,53,,,,,,,,Unknown after 88 days,9/01/2018,,,NA,,Wet down with water to reduce body temp. ,Yes
PC047,Darting,Crackers,WA,Gascoyne,-25.03102,117.45159,18/10/2017 0:00,18.5,f,No,37,NA,NA,NA,Zoletil/Xylazine,100,2.7,100,7.5,0.2,NA,NA,Rump,2,Medium NA some movement ,37.6,N,40,NA,40,NA,NA,39,NA,NA,,,87,,128,,,,,,,9/01/2018,9/01/2018,9/01/2018,83,dead_unknown,NA,,,Yes
PC048,Darting,Clive,WA,Gascoyne,-25.03102,117.45159,18/10/2017 0:00,NA,m,NA,75,NA,NA,NA,Zoletil/Xylazine,150,2,150,NA,NA,11.25,0.15,Rump,3,NA,40,NA,68,NA,68,NA,NA,43,NA,NA,,,22,,68,,,,,,,,Unknown after 116 days,11/02/2018,,,NA,,,Yes
PC049,Darting,Charlotte,WA,Gascoyne,-25.03102,117.45159,18/10/2017 0:00,NA,f,No,31,NA,NA,NA,Zoletil/Xylazine,60,1.94,60,NA,NA,4.5,0.15,Rump,4,NA,36.7,N,60,NA,60,NA,NA,37,NA,NA,,,23,,64,,,,,,,,Unknown after 325 days,8/09/2018,,,NA,,,Yes
PC050,Darting,Chamomile,WA,Gascoyne,-25.06593,117.57816,21/11/2017 0:00,25.5,f,Yes,63,NA,NA,NA,Zoletil/Xylazine,100,1.59,100,NA,NA,NA,NA,Rump,4,NA,38.1,N,74,NA,74,NA,NA,NA,NA,NA,,"No reversal given, woke up herself",NA,,68,,,,,,,,Unknown after 81 days,10/02/2018,,,NA,,,Yes
PC051,Darting,Custard,WA,Gascoyne,-25.06593,117.57816,21/11/2017 0:00,26.2,m,NA,65,NA,NA,NA,Zoletil/Xylazine,210,3.23,210,NA,NA,8,0.12,Rump,4,"Light NA Still responsive at 15 min postNAdarting, additional half dose administered at 23:48",38.6,N,60,NA,60,NA,NA,79,NA,NA,,,12,,,,,,,,,,Unknown after 357 days,13/11/2018,,,NA,,,Yes
PC052,Darting,Char,WA,Gascoyne,-25.06593,117.57816,22/11/2017 0:00,26.1,m,NA,60,Y,NA,NA,Zoletil/Xylazine,120,2,120,NA,NA,NA,NA,Rump,6,"Medium NA Recovered prior to collaring, jumped up and ran away grumpy.. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Recovered prior to collaring, jumped up and ran away grumpy.. ",NA,,15,,,,,,,,Unknown after 350 days,7/11/2018,,,NA,,,Yes
PC053,Darting,Carmen,WA,Gascoyne,-25.06593,117.57816,22/11/2017 0:00,25.7,f,Yes,74,NA,NA,NA,Zoletil/Xylazine,150,2.03,150,NA,NA,11,0.15,Rump,5,NA,38.4,N,64,NA,64,NA,NA,35,NA,NA,,,15,,55,,,,,,,,Unknown after 350 days,7/11/2018,,,NA,,,Yes
PC054,Darting,Coondil,WA,Gascoyne,-25.06593,117.57816,22/11/2017 0:00,24.4,m,NA,69,NA,NA,NA,Zoletil/Xylazine,140,2.03,140,NA,NA,10.5,0.15,Rump,5,NA,38,N,66,NA,66,NA,NA,35,NA,NA,,,41,,81,,,,,,,,Unknown after 37 days,29/12/2017,,,NA,,,Yes
PC055,Darting,Crabb,WA,Gascoyne,-25.06593,117.57816,22/11/2017 0:00,23.4,m,NA,62,NA,NA,NA,Zoletil/Xylazine,140,2.26,140,NA,NA,10.5,0.17,Rump,4,NA,38,N,54,NA,54,NA,NA,33,NA,NA,,,19,,56,,,,,,,,Unknown after 350 days,7/11/2018,,,NA,,,Yes
PC056,Darting,Charlotte,WA,Gascoyne,-25.03102,117.45159,26/04/2018 0:00,21.8,f,Yes,40,Y,NA,NA,Zoletil/Xylazine,80,2,80,NA,NA,6,0.15,Rump,2,NA,NA,NA,NA,NA,NA,NA,NA,57,NA,NA,,,19,,78,,,,,,,,Unknown after 135 days,8/09/2018,,,NA,,,No
