ID,Capture method,Name,State,Site,Latitude,Longitude,Date,Ambient temp,Sex,Female breeding condition ,Mass (kg),Mass estimated,Body condition score,Stress level ,Drug(s),Dose: Zoletil (mL),Dose: Zoletil (mg/kg),Dose: Xylazine (mL),Dose: Xylazine (mg/kg),Dose: yohimbine (mg),Dose: yohimbine (mg/kg),Dose:atipamezole (mg),Dose:atipamezole (mg/kg),Drug admin site,Induction duration (min:sec),Induction duration (min),Depth Of Anaesthesia,Temp_body,Hyperthermia (Y/N),Respiratory rate ,Respiratory depth ,Heart rate ,Time of restraint,Time of release,Handling duration (min:sec),Handling duration (min),Time standing,Recovery duration (min:sec),Notes on recovery,Reversal time (min),Total duration (min:sec),Total duration (min),Injury,Injury type,n_in_trap,tags_in_trap,last_usable_fix,collar_in_hand,mortality,Collar end date,Capture-death duration,Collar shed,fate,notes_on_collar_recovery,notes_on_capture,Doses,Collar data,,,,,,,,,
PC030,Darting,Lincoln,WA,Northcliffe,-34.84053,116.3746,3/30/2016,24.5,M,-,72.00,,,,Zoletil/Xylazine,190.00,2.64,190.00,2.64,10.00,0.14,-,-,Rump,,4.00,,40,,16,,68,,,33:00,33.00,,,,32.00,,69.00,,,,,,,Unknown after 0 days,3/30/2016,,0.00,,,,1,Yes,,,,,,,,,
PC031,Darting,Hayley,WA,Northcliffe,-34.76067,116.19182,7/28/2016,18.5,F,No,43.00,,,,Zoletil/Xylazine,80.00,1.86,80.00,1.86,4.00,0.09,-,-,Rump,,3.00,,38.8,N,32,,60,,,32:00,32.00,,,,14.00,,49.00,,,,,,,Unknown after -42579 days,,,,,,,1,No - not collared,,,,,,,,,
PC032,Darting,Honey,WA,Northcliffe,-34.7667,116.19158,8/3/2016,16,F,No,45.00,,,,Zoletil/Xylazine,120.00,2.67,120.00,2.67,6.00,0.13,-,-,Rump,,22.00,,37.3,N,20,,60,,,42:00,42.00,,,Waking up at time of reversal,4.00,,68.00,,,,,,,Unknown after -42585 days,,,,,,,2,No - not collared,,,,,,,,,
PC033,Darting,Hannah,WA,Northcliffe,-34.76067,116.19182,8/3/2016,15,F,Unknown,40.00,Y,,,Zoletil/Xylazine,65.00,1.63,65.00,1.63,3.25,0.08,-,-,Rump,,7.00,"Light - Not a successful sedation, pig went down but remained responsive, ended up wrestling with it",-,,,,,,,16:00,16.00,,,,0.00,,23.00,,,,,,,Unknown after -42585 days,,,,,,,1,No - not collared,,,,,,,,,
PC034,Darting,Rosie,WA,Northcliffe,-34.7667,116.19158,8/3/2016,16,F,No,38.00,,,,Zoletil/Xylazine,120.00,3.16,120.00,3.16,4.00,0.11,-,-,Rump,,20.00,,38.6,N,20,,60,,,40:00,40.00,,,,-,,53.00,,,,,,,Unknown after -42585 days,,,,,,,2,No - not collared,,,,,,,,,
PC035,Darting,Hayley,WA,Northcliffe,-34.7667,116.19158,8/3/2016,16,F,No,44.00,,,,Zoletil/Xylazine,80.00,1.82,80.00,1.82,-,-,-,-,Rump,,10.00,,37.4,N,24,,60,,,-,-,,,No antagonist given. Recovered without dose and walked into bush,-,,53.00,,,,,,,Unknown after -42585 days,,,,,,,1,No - not collared,,,,,,,,,
PC036,Darting,Halina,WA,Northcliffe,-34.7667,116.19158,8/3/2016,16,F,Yes,38.00,,,,Zoletil/Xylazine,80.00,2.11,80.00,2.11,-,-,-,-,Rump,,11.00,,-,,,,,,,-,-,,,Recovered without antagonist. Walked off into bush. ,-,,45.00,,,,,,,Unknown after -42585 days,,,,,,,1,No - not collared,,,,,,,,,
PC037,Darting,Trump,WA,Kimberley,-16.510732,125.540145,12/1/2016,27.4,M,-,120.00,,,,Zoletil/Xylazine,240.00,2.00,240.00,2.00,12.00,0.10,-,-,Rump,,2.00,,42+,,48,,120,,,38:00,38.00,,,,6.00,,46.00,,,,,,,Unknown after 0 days,12/1/2016,,0.00,,,Bathed with water during collar fitment and recovery to reduce body temp.. ,1,No - very short deployment,,,,,,,,,
PC038,Darting,Clere,WA,Gascoyne,-25.065759,117.578443,12/8/2016,,F,No,52.00,,,,Zoletil/Xylazine,140.00,2.69,140.00,2.69,7.00,0.13,-,-,Rump,,3.00,,-,,,,,,,49:00,49.00,,,pig recovered during final fitment,-,,46.00,,,,,,,Unknown after 393 days,1/5/2018,,393.00,,,,1,Yes,,,,,,,,,
PC039,Darting,Honey,WA,Northcliffe,-34.75774,116.19237,12/20/2016,26.2,F,Yes,67.00,,,,Zoletil/Xylazine,140.00,2.09,140.00,2.09,7.00,0.10,-,-,Rump,,3.00,Good - classic induction and sedation,38.7,N,32,,72,,,41:00,41.00,,,,5.00,,49.00,,,,,,,11/15/2017,11/15/2017,330.00,,Trapped,,,1,No - data missing,,,,,,,,,
PC040,Darting,Hannah,WA,Northcliffe,-34.75774,116.19237,12/20/2016,26.2,F,Yes,68.00,,,,Zoletil/Xylazine,210.00,3.09,210.00,3.09,10.00,0.15,-,-,Rump,,7.00,"Medium - fighting sedation effects, given a top up half dose",38.9,N,20,,56,,,51:00,51.00,,,,17.00,,75.00,,,,,,,12/8/2017,12/8/2017,353.00,,Trapped,,,2,No - data missing,,,,,,,,,
PC041,Darting,Rosie,WA,Northcliffe,-34.7667,116.19158,12/20/2016,21.7,F,Yes,54.00,,,,Zoletil/Xylazine,100.00,1.85,100.00,1.85,5.00,0.09,-,-,Rump,,5.00,,38.5,N,28,,64,,,34:00,34.00,,,Sow recovered during movement to recovery position,0.00,,39.00,,,,,,,Unknown after -42724 days,,,,,,"Restrained in 'crush' in entrance way of trap, hand injected.",1,No - data missing,,,,,,,,,
PC042,Darting,Hayley,WA,Northcliffe,-34.75774,116.19237,12/20/2016,24.1,F,Yes,59.00,,,,Zoletil/Xylazine,130.00,2.20,130.00,2.20,6.50,0.11,-,-,Rump,,5.00,,38.3,N,24,,72,,,40:00,40.00,,,,7.00,,52.00,,,,,,,Unknown after -42724 days,,,,,,,1,No - data missing,,,,,,,,,
PC043,Darting,Hippo,WA,Northcliffe,-34.76067,116.19182,3/2/2017,28.6,M,-,90.00,,,,Zoletil/Xylazine,160.00,1.78,160.00,1.78,-,-,-,-,Rump,,2.00,,40.6,,,,,,,-,-,,,Recovered during final collar fitment,-,,30.00,,,,,,,2/7/2019,2/7/2019,707.00,,Trapped,,,1,No - data missing,,,,,,,,,
PC044,Darting,Rosie,WA,Northcliffe,-34.76067,116.19182,5/12/2017,11.3,F,No,58.00,,,,Zoletil/Xylazine,120.00,2.07,120.00,2.07,6.00,0.10,-,-,Rump,,4.00,,37.4,N,20,,52,,,40:00,40.00,,,Recovered from sedation due to external stimuli,16.00,,60.00,,,,,,,Unknown after -42867 days,,,,,,,1,No - data missing,,,,,,,,,
PC045,Darting,Hayley,WA,Northcliffe,-34.76067,116.19182,5/12/2017,11.3,F,No,65.00,,,,Zoletil/Xylazine,120.00,1.85,120.00,1.85,-,-,-,-,Rump,,3.00,,38.7,N,24,,64,,,-,-,,,did not have opportunity to administer reversal,-,,42.00,,,,,,,Unknown after -42867 days,,,,,,,1,No - data missing,,,,,,,,,
PC046,Darting,Claude,WA,Gascoyne,25.03009,117.32827,10/13/2017,23,M,-,80.00,,,,Zoletil/Xylazine,140.00,1.75,140.00,1.75,10.00,0.13,-,-,Rump,,5.00,,40.5,,20,,100,,,38:00,38.00,,,,10.00,,53.00,,,,,,,Unknown after 88 days,1/9/2018,,88.00,,,Wet down with water to reduce body temp. ,1,Yes,,,,,,,,,
PC047,Darting,Crackers,WA,Gascoyne,25.03102,117.45159,10/18/2017,18.5,F,No,37.00,,,,Zoletil/Xylazine,100.00,2.70,100.00,2.70,7.50,0.20,-,-,Rump,,2.00,Medium - some movement ,37.6,N,40,,40,,,39:00,39.00,,,,87.00,,128.00,,,,,,,1/9/2018,1/9/2018,83.00,,Unknown,,,1,Yes,,,,,,,,,
PC048,Darting,Clive,WA,Gascoyne,25.03102,117.45159,10/18/2017,,M,-,75.00,,,,Zoletil/Xylazine,150.00,2.00,150.00,2.00,-,-,11.25,0.15,Rump,,3.00,,40,,68,,68,,,43:00,43.00,,,,22.00,,68.00,,,,,,,Unknown after 116 days,2/11/2018,,116.00,,,,1,Yes,,,,,,,,,
PC049,Darting,Charlotte,WA,Gascoyne,25.03102,117.45159,10/18/2017,,F,No,31.00,,,,Zoletil/Xylazine,60.00,1.94,60.00,1.94,-,-,4.50,0.15,Rump,,4.00,,36.7,N,60,,60,,,37:00,37.00,,,,23.00,,64.00,,,,,,,Unknown after 325 days,9/8/2018,,325.00,,,,1,Yes,,,,,,,,,
PC050,Darting,Chamomile,WA,Gascoyne,25.06593,117.57816,11/21/2017,25.5,F,Yes,63.00,,,,Zoletil/Xylazine,100.00,1.59,100.00,1.59,-,-,-,-,Rump,,4.00,,38.1,N,74,,74,,,-,-,,,"No reversal given, woke up herself",-,,68.00,,,,,,,Unknown after 81 days,2/10/2018,,81.00,,,,1,Yes,,,,,,,,,
PC051,Darting,Custard,WA,Gascoyne,25.06593,117.57816,11/21/2017,26.2,M,-,65.00,,,,Zoletil/Xylazine,210.00,3.23,210.00,3.23,-,-,8.00,0.12,Rump,,4.00,"Light - Still responsive at 15 min post-darting, additional half dose administered at 23:48",38.6,N,60,,60,,,19:00,79.00,,,,12.00,,,,,,,,,Unknown after 357 days,11/13/2018,,357.00,,,,1,Yes,,,,,,,,,
PC052,Darting,Char,WA,Gascoyne,25.06593,117.57816,11/22/2017,26.1,M,-,60.00,Y,,,Zoletil/Xylazine,120.00,2.00,120.00,2.00,-,-,-,-,Rump,,6.00,"Medium - Recovered prior to collaring, jumped up and ran away grumpy.. ",-,,,,,,,-,-,,,"Recovered prior to collaring, jumped up and ran away grumpy.. ",-,,15.00,,,,,,,Unknown after 350 days,11/7/2018,,350.00,,,,1,Yes,,,,,,,,,
PC053,Darting,Carmen,WA,Gascoyne,25.06593,117.57816,11/22/2017,25.7,F,Yes,74.00,,,,Zoletil/Xylazine,150.00,2.03,150.00,2.03,-,-,11.00,0.15,Rump,,5.00,,38.4,N,64,,64,,,35:00,35.00,,,,15.00,,55.00,,,,,,,Unknown after 350 days,11/7/2018,,350.00,,,,1,Yes,,,,,,,,,
PC054,Darting,Coondil,WA,Gascoyne,25.06593,117.57816,11/22/2017,24.4,M,-,69.00,,,,Zoletil/Xylazine,140.00,2.03,140.00,2.03,-,-,10.50,0.15,Rump,,5.00,,38,N,66,,66,,,35:00,35.00,,,,41.00,,81.00,,,,,,,Unknown after 37 days,12/29/2017,,37.00,,,,1,Yes,,,,,,,,,
PC055,Darting,Crabb,WA,Gascoyne,25.06593,117.57816,11/22/2017,23.4,M,-,62.00,,,,Zoletil/Xylazine,140.00,2.26,140.00,2.26,-,-,10.50,0.17,Rump,,4.00,,38,N,54,,54,,,33:00,33.00,,,,19.00,,56.00,,,,,,,Unknown after 350 days,11/7/2018,,350.00,,,,1,Yes,,,,,,,,,
PC056,Darting,Charlotte,WA,Gascoyne,25.03102,117.45159,4/26/2018,21.8,F,Yes,40.00,Y,,,Zoletil/Xylazine,80.00,2.00,80.00,2.00,-,-,6.00,0.15,Rump,,2.00,,-,,,,,,,57:00,57.00,,,,19.00,,78.00,,,,,,,Unknown after 135 days,9/8/2018,,135.00,,,,1,No - not collared,,,,,,,,,
PC057,Darting,Cracklin,WA,Gascoyne,25.03102,117.45159,4/26/2018,21.8,F,Unknown,40.00,Y,,,Zoletil/Xylazine,80.00,2.00,80.00,2.00,-,-,6.00,0.15,Rump,,2.00,,-,,28,,44,,,52:00,52.00,,,,5.00,,59.00,,,,,,,Unknown after 198 days,11/10/2018,,198.00,,,,1,Yes,,,,,,,,,
PC058,Darting,Curly,WA,Gascoyne,-25.06671389,117.5881944,4/27/2018,12.3,F,No,45.00,,,,Zoletil/Xylazine,90.00,2.00,90.00,2.00,-,-,3.50,0.08,Rump,,3.00,,37.5,N,40,,44,,,17:00,77.00,,,,14.00,,94.00,,,,,,,Unknown after 168 days,10/12/2018,,168.00,,,,1,Yes,,,,,,,,,
PC063,Darting,Jason,WA,Northampton,-28.21737222,114.4891361,12/10/2019,,M,-,36.00,,,,Zoletil/Xylazine,90.00,2.50,90.00,2.50,-,-,6.75,0.19,Rump,,5.00,,-,,,,,,,41:00,41.00,,,,-,,45.00,,,,,,,Unknown after 29 days,1/8/2020,,29.00,,,,1,Yes,,,,,,,,,
PC064,Darting,Jeremy,WA,Northampton,-28.23151944,114.5022639,12/10/2019,,M,-,37.00,,,,Zoletil/Xylazine,90.00,2.43,90.00,2.43,-,-,6.25,0.17,Rump,,5.00,,38.4,N,40,,88,,,41:00,41.00,,,,-,,45.00,,,,,,,Unknown after 29 days,1/8/2020,,29.00,,,,1,Yes,,,,,,,,,
PC065,Darting,Jansen,WA,Northampton,-28.23151944,114.5022639,12/11/2019,,F,Yes,48.00,,,,Zoletil/Xylazine,110.00,2.29,110.00,2.29,-,-,8.25,0.17,Rump,,4.00,"Good - Calm, quick recumbency",37.9,N,20,,64,,,46:00,46.00,,,long time recumbent during recovery,32.00,,82.00,,,,,,,1/31/2020,1/31/2020,51.00,,Shot,,,1,No - data missing,,,,,,,,,
JH01,Darting,JH1,Vic,Suggan Buggan,-36.950420,148.326300,4/3/2012,16.8,M,,70.00,,,,Zoletil/Xylazine,,2.14,,3.57,,0.21,,0.00,Rump,04:00,,,38.9,N,30,,40,,,56:00,56.00,,,,,1:00:00,0.00,,,,,,,,,,,,,,,,,,,,,,,,
JH03,Darting,JH2,Vic,Mount Taylor helipad,-36.968800,148.474549,1/8/2014,12.2,F,Yes,50.00,,,,Zoletil/Xylazine,,2.40,,3.60,,0.20,,0.00,Rump,05:00,,,39.1,N,24,,36,,,45:00,45.00,,,,,,110.00,,,,,,,,,,,,,,,,,,,,,,,,
JH02,Darting,JH3,Vic,Mount Taylor State Forest,-36.968800,148.474549,1/8/2014,14.9,M,,60.00,,,,Zoletil/Xylazine,,2.33,,3.50,,0.20,,0.00,Rump,07:00,,,39.4,N,20,,42,,,13:00,13.00,,,,,,80.00,,,,,,,,,,,,,,,,,,,,,,,,
JH04,Darting,JH4,Vic,Mount Taylor helipad,-36.968800,148.474549,1/9/2014,21,F,Yes,45.00,,,,Zoletil/Xylazine,,2.44,,2.44,,0.22,,0.00,Rump,07:00,,,38.8,N,30,,44,,,53:00,53.00,,,,,,60.00,,,,,,,,,,,,,,,,,,,,,,,,
JH05,Darting,JH5,Vic,Willis campsite,-36.902544,148.419538,1/11/2014,23.3,F,Yes,45.00,,,,Zoletil/Xylazine,,1.78,,1.78,,0.22,,0.00,Rump,04:00,,,38.9,N,28,,52,,,36:00,36.00,,,,,0:40:00,40.00,,,,,,,,,,,,,,,,,,,,,,,,
PC066,Darting,Jack,WA,Northampton,-28.23151944,114.5022639,12/11/2019,,M,-,46.00,,,,Zoletil/Xylazine,170.00,3.70,170.00,3.70,-,-,8.25,0.18,Rump,,7.00,,40.3,,24,,84,,,43:00,43.00,,,,16.00,,66.00,,,,,,,#VALUE!,Unknown,,,,,,1,No - data missing,,,,,,,,,
PC067,Darting,Mildred,WA,Northampton,-28.05599722,114.5838056,12/12/2019,26.1,F,No,48.00,,,,Zoletil/Xylazine,100.00,2.08,100.00,2.08,-,-,7.50,0.16,Rump,,4.00,,41.7,,,,,,,30:00,30.00,,,,1.00,,35.00,,,,,,,Unknown after 15 days,12/27/2019,,15.00,,,,1,No - very short deployment,,,,,,,,,
PC068,Darting,George,WA,Northampton,-28.05599722,114.5838056,12/12/2019,25.4,M,-,62.00,,,,Zoletil/Xylazine,240.00,3.87,240.00,3.87,-,-,9.00,0.15,Rump,,3.00,"Darted and sedated, recumbent. But wole up at 245ish, re-darted for another attempt. ",40.8,,24,,68,,,35:00,35.00,,,,9.00,,47.00,,,,,,,1/4/2020,1/4/2020,23.00,,Unknown,,,2,Yes,,,,,,,,,
PC069,Darting,Julia,WA,Northampton,-28.11702778,114.4914139,12/12/2019,29.9,F,Yes,28.00,,,,Zoletil/Xylazine,150.00,5.36,150.00,5.36,-,-,7.50,0.27,Rump,,21.00,,42+,,,,132,,,28:00,28.00,,,,8.00,,,,,,,,,Unknown after 27 days,1/8/2020,,27.00,,,,1,No - very short deployment,,,,,,,,,
PC070,Darting,Jonesy Jr,WA,Northampton,-28.05599722,114.5838056,12/14/2019,25.2,M,-,52.00,,,,Zoletil/Xylazine,150.00,2.88,150.00,2.88,-,-,9.00,0.17,Rump,,4.00,,38.7,N,28,,52,,,57:00,57.00,,,,8.00,,69.00,,,,,,,#VALUE!,Unknown,,,,,,1,No - data missing,,,,,,,,,
PC071,Darting,Chelsea,WA,Northampton,-28.05599722,114.5838056,12/14/2019,26.1,F,No,54.00,,,,Zoletil/Xylazine,120.00,2.22,120.00,2.22,-,-,9.00,0.17,Rump,,5.00,,38.2,N,40,,72,,,36:00,36.00,,,,21.00,,62.00,,,,,,,1/26/2020,1/26/2020,43.00,,Trapped,,,1,Yes,,,,,,,,,
PC072,Darting,Butch,WA,Mogumber,-31.121619,116.047554,2/11/2020,23.9,M,-,110.00,,,,Zoletil/Xylazine,260.00,2.36,260.00,2.36,-,-,18.00,0.16,Rump,,8.00,,39.7,,24,,56,,,46:00,46.00,,,,15.00,,69.00,,,,,,,#VALUE!,Unknown,,,,,,1,No - data missing,,,,,,,,,
PC073,Darting,Erroll,WA,Mogumber,-31.121619,116.047554,2/11/2020,23.9,M,-,120.00,,,,Zoletil/Xylazine,360.00,3.00,360.00,3.00,-,-,18.00,0.15,Rump,,3.00,"Light - Stubborn, quick to lay down but fighting sedation, second half dose administered, still crawling for a while",37.4,N,24,,60,,,57:00,57.00,,,,4.00,,64.00,,,,,,,Unknown after 133 days,6/23/2020,,133.00,,,,2,"No - missed this, can provide",,,,,,,,,
PC074,Darting,Gabby,WA,Mogumber,-31.2279144,115.6294949,2/14/2020,19.8,F,No,80.00,Y,,,Zoletil/Xylazine,300.00,3.75,300.00,3.75,-,-,12.00,0.15,Rump,,6.00,"Light - Used old stock of sedatives, not effective, needed to re-dart with new mixture.",41.4,,28,,128,,,35:00,35.00,,,,10.00,,51.00,,,,,,,Unknown after 343 days,1/22/2021,,343.00,,,,2,"No - missed this, can provide",,,,,,,,,
PC075,Darting,Calamity Jane,WA,Mogumber,-31.2279144,115.6294949,2/14/2020,18.6,F,Yes,70.00,Y,,,Zoletil/Xylazine,140.00,2.00,140.00,2.00,-,-,10.50,0.15,Rump,,4.00,,38.5,N,24,,56,,,39:00,39.00,,,"Slow recovery, ery long time taken to stand up and move off, just laid down and stayed next to trap.",44.00,,87.00,,,,,,,,Unknown,,,,,,1,No - data missing,,,,,,,,,
PC076,Darting,Juliana,WA,Northampton,-28.2146482,114.5095661,6/24/2020,12.8,F,Yes,47.00,,,,Zoletil/Xylazine,100.00,2.13,100.00,2.13,-,-,7.50,0.16,Rump,,3.00,,38.6,N,32,,104,,,40:00,40.00,,,,20.00,,63.00,,,19,,,,Unknown after 69 days,9/1/2020,,69.00,,,,1,Yes,,,,,,,,,
PC077,Darting,Jingle Balls,WA,Northampton,-28.2146482,114.5095661,6/24/2020,12.8,M,-,68.50,,,,Zoletil/Xylazine,140.00,2.04,140.00,2.04,-,-,10.00,0.15,Rump,,6.00,,38.3,N,20,,96,,,36:00,36.00,,,,13.00,,55.00,,,19,,,,Unknown after 39 days,8/2/2020,,39.00,,,,1,Yes,,,,,,,,,
PC078,Darting,Chester,WA,Northampton,-28.0656867,114.5776442,6/26/2020,12.5,M,-,45.90,,,,Zoletil/Xylazine,120.00,2.61,120.00,2.61,-,-,9.00,0.20,Rump,,4.00,Good - quick and smooth induction,39.1,N,16,,96,,,41:00,41.00,,,,29.00,,74.00,,,,,,,Unknown after 178 days,12/21/2020,,178.00,,,,1,Yes,,,,,,,,,
PC079,Darting,Wingnut,WA,Northampton,-28.4529914,114.9128894,6/28/2020,14.7,M,-,50.30,,,,Zoletil/Xylazine,130.00,2.58,130.00,2.58,-,-,-,-,Rump,,5.00,,38.8,N,28,,64,,,-,-,,,,-,,51.00,,,,,,,Unknown after 32 days,7/30/2020,,32.00,,,,1,Yes,,,,,,,,,
PC080,Darting,Winnie,WA,Northampton,-28.4529914,114.9128894,6/28/2020,14.7,F,Yes,39.60,,,,Zoletil/Xylazine,90.00,2.27,90.00,2.27,-,-,6.50,0.16,Rump,,3.00,,-,,24,,80,,,37:00,37.00,,,,-,,37.00,,,,,,,Unknown after 20 days,7/18/2020,,20.00,,,,1,Yes,,,,,,,,,
PC081,Darting,Kupschy,WA,Northampton,-28.4971339,115.0646647,7/31/2020,14,M,-,83.80,,,,Zoletil/Xylazine,180.00,2.15,180.00,2.15,-,-,11.25,0.13,Rump,,4.00,,38.8,N,28,,76,,,39:00,39.00,,,,0.00,,43.00,,,,,,,Unknown after 284 days,5/11/2021,,284.00,,,,1,Yes,,,,,,,,,
PC082,Darting,Kubrick,WA,Northampton,-28.4971339,115.0646647,7/31/2020,13.9,M,-,67.00,,,,Zoletil/Xylazine,150.00,2.24,150.00,2.24,-,-,6.25,0.09,Rump,,3.00,,40.8,,24,,108,,,-,-,,,,-,,40.00,,,,,,,Unknown after 265 days,4/22/2021,,265.00,,,,1,Yes,,,,,,,,,
PC083,Darting,Kebin,WA,Northampton,-28.4971339,115.0646647,7/31/2020,13.9,M,-,75.00,,,,Zoletil/Xylazine,150.00,2.00,150.00,2.00,-,-,-,-,Rump,,4.00,,-,,,,,,,-,-,,,,-,,30.00,,,,,,,Unknown after 218 days,3/6/2021,,218.00,,,,1,Yes,,,,,,,,,
PC084,Darting,Kanga,WA,Northampton,-28.4971339,115.0646647,7/31/2020,14.9,M,-,68.70,,,,Zoletil/Xylazine,160.00,2.33,160.00,2.33,-,-,12.00,0.17,Rump,,2.00,,39.2,N,32,,56,,,25:00,25.00,,,,20.00,,47.00,,,,,,,4/30/2023,5/1/2022,1003.00,,Shot,,,1,Yes,,,,,,,,,
PC085,Darting,Kramer,WA,Northampton,-28.4971339,115.0646647,7/31/2020,14.9,M,-,67.80,,,,Zoletil/Xylazine,160.00,2.36,160.00,2.36,-,-,12.00,0.18,Rump,,2.00,,38.5,N,44,,80,,,24:00,24.00,,,Bucking brono-ing his way out of sedation,37.00,,63.00,,,,,,,Unknown after 94 days,11/2/2020,,94.00,,,,1,Yes,,,,,,,,,
PC086,Darting,Kandy,WA,Northampton,-28.4971339,115.0646647,7/31/2020,17.1,F,Unknown,57.00,,,,Zoletil/Xylazine,140.00,2.46,140.00,2.46,-,-,10.50,0.18,Rump,,6.00,,40,,24,,100,,,37:00,37.00,,,,17.00,,60.00,,,,,,,Unknown after 236 days,3/24/2021,,236.00,,,"Wet down with water, temp dropped to 39.7 within 5 minutes. ",1,Yes,,,,,,,,,
PC087,Darting,Karen,WA,Northampton,-28.4971339,115.0646647,7/31/2020,17.1,F,Unknown,62.00,,,,Zoletil/Xylazine,140.00,2.26,140.00,2.26,-,-,9.00,0.15,Rump,,11.00,"Light - Not full induction, had to be physicallyr estrained for collar fitment. Appears sedated after fitment. ",39.1,N,48,,100,,,10:00,10.00,,,,58.00,,79.00,,,,,,,Unknown after 18 days,8/18/2020,,18.00,,,,1,Yes,,,,,,,,,
PC088,Darting,Troy,WA,Northampton,-28.4481917,114.5517486,1/22/2021,20.5,M,-,69.00,,,,Zoletil/Xylazine,280.00,4.06,280.00,4.06,-,-,17.00,0.25,Rump,,7.00,Medium - fought hard against sedation. ,39,N,16,,112,,,57:00,57.00,,,Deceased during recovery,12.00,,76.00,,,,,,,1/22/2021,1/22/2021,0.00,,,,,1,No,,,,,,,,,
PC089,Darting,Trev,WA,Northampton,-28.4481917,114.5517486,1/22/2021,20.7,M,-,66.20,,,,Zoletil/Xylazine,140.00,2.11,140.00,2.11,-,-,10.50,0.16,Rump,,6.00,,39.3,N,20,,76,,,29:00,29.00,,,,11.00,,46.00,,,,,,,7/7/2022,7/7/2022,531.00,,Shot,,,1,"No - missed this, can provide",,,,,,,,,
PC090,Darting,Tracy,WA,Northampton,-28.4481917,114.5517486,1/22/2021,20.5,F,Unknown,53.50,,,,Zoletil/Xylazine,120.00,2.24,120.00,2.24,-,-,9.00,0.17,Rump,,5.00,,38.2,N,32,,64,,,34:00,34.00,,,,12.00,,51.00,,,,,,,7/7/2022,7/7/2022,531.00,,Shot,,,1,Yes,,,,,,,,,
PC091,Darting,Taylor,WA,Northampton,-28.4481917,114.5517486,1/22/2021,20.2,F,Unknown,49.80,,,,Zoletil/Xylazine,120.00,2.41,120.00,2.41,-,-,9.00,0.18,Rump,,4.00,,38.7,N,24,,72,,,26:00,26.00,,,,44.00,,74.00,,,,,,,Unknown after 53 days,3/16/2021,,53.00,,,,1,Yes,,,,,,,,,
PC092,Darting,Tizzy,WA,Northampton,-28.4481917,114.5517486,1/22/2021,20.2,F,Unknown,36.20,,,,Zoletil/Xylazine,110.00,3.04,110.00,3.04,-,-,8.00,0.22,Rump,,3.00,,38.7,N,24,,84,,,48:00,48.00,,,,22.00,,73.00,,,,,,,Unknown after 527 days,7/3/2022,,527.00,,,,1,Yes,,,,,,,,,
PC093,Darting,Billy,WA,Northampton,-28.4829931,114.54996,2/27/2021,19.5,M,-,62.10,,,,Zoletil/Xylazine,180.00,2.90,180.00,2.90,-,-,13.50,0.22,Rump,,8.00,"Light - First dart at 05:47, and second dart at 06:12. ",37.7,N,24,,68,,,53:00,53.00,,,,4.00,,65.00,,,,,,,Unknown after -44254 days,,,,,,,2,Yes,,,,,,,,,
PC094,Darting,Bonny,WA,Northampton,-28.4829931,114.54996,2/27/2021,19.5,F,Unknown,53.00,,,,Zoletil/Xylazine,120.00,2.26,120.00,2.26,-,-,9.00,0.17,Rump,,8.00,,38.2,N,20,,84,,,38:00,38.00,,,,11.00,,57.00,,,,,,,3/2/2022,3/2/2022,368.00,,Shot,,,1,Yes,,,,,,,,,
PC095,Darting,Wilson,WA,Northampton,-28.095041,114.5103192,5/1/2021,13,M,-,80.00,Y,,,Zoletil/Xylazine,160.00,2.00,160.00,2.00,-,-,-,-,Rump,,5.00,Medium - collared whilst physical restraint. ,-,,,,,,,16:00,16.00,,,,1.00,,22.00,,,,,,,12/1/2021,12/1/2021,214.00,,Shot,,,1,Yes,,,,,,,,,
PC096,Darting,Wendy,WA,Northampton,-28.095041,114.5103192,5/1/2021,,F,Yes,70.80,,,,Zoletil/Xylazine,160.00,2.26,160.00,2.26,-,-,-,-,Rump,,3.00,,38.4,N,32,,80,,,23:00,23.00,,,,15.00,,41.00,,,,,,,3/3/2022,3/3/2022,306.00,,Shot,,,1,Yes,,,,,,,,,
PC097,Darting,Wanda,WA,Northampton,-28.095041,114.5103192,5/1/2021,12.3,F,Unknown,80.00,Y,,,Zoletil/Xylazine,160.00,2.00,160.00,2.00,-,-,-,-,Rump,,-,Light - Did not go fully recumbent. Physical restraint for collar and eartage. No measurement collected. ,-,,,,,,,-,-,,,,-,,,,,,,,,3/3/2022,3/3/2022,306.00,,Shot,,,1,Yes,,,,,,,,,
PC098,Darting,Whitney,WA,Northampton,-28.095041,114.5103192,5/1/2021,11.9,F,Unknown,80.00,Y,,,Zoletil/Xylazine,160.00,2.00,160.00,2.00,-,-,-,-,Rump,,-,Light - Did not go fully recumbent. Physical restraint for collar and eartage. No measurement collected. ,-,,,,,,,-,-,,,,-,,,,,,,,,Unknown after 2 days,5/3/2021,,2.00,,,,1,No - very short deployment,,,,,,,,,
PC099,Darting,Tonya,WA,Northampton,-28.4554043,114.5704013,5/2/2021,11.6,F,Unknown,57.00,,,,Zoletil/Xylazine,150.00,2.63,150.00,2.63,-,-,-,-,Rump,,10.00,,40.3,,32,,76,,,28:00,28.00,,,,13.00,,51.00,,,,,,,Unknown after 333 days,3/31/2022,,333.00,Unknown,,,1,Yes,,,,,,,,,
